tract,EconLoss,NoDamage,Affected,Minor,Major,Destroyed,Fatalities_Night,Fatalities_Day,Injury_NightLevel1,Injury_NightLevel2,Injury_NightLevel3,Injury_DayLevel1,Injury_DayLevel2,Injury_DayLevel3,ShelterNeeds,DisplacedHouseholds,DebrisBW,DebrisCS,DebrisTotal,Population,Households
06013301000,190351123.9,400.5307695022784,676.3114514760673,479.70600374788046,169.79816776700318,109.65364012224018,0.4803881221450865,2.5502564404159784,20.509200233966112,4.243224304635078,0.2861340509261936,20.509200233966112,9.801683750003576,1.401028074324131,97.96310424804688,190.14320373535156,14042.798042297363,20327.945709228516,34370.74279785156,5514,2033
06013302005,178872494.7,424.84428030462004,899.1970015056431,510.6610580533743,94.12242909800261,41.1751785211236,0.4635009509511292,1.8203237047418952,15.10131533863023,2.769000225700438,0.26184650231152773,15.10131533863023,6.426897004246712,1.073820998892188,33.29011917114258,54.67100143432617,8879.388809204102,15228.813171386719,24108.20198059082,7134,2489
06013302006,75552009.5,295.59152072574943,607.2894734982401,308.10250297933817,33.935940134339035,11.080561373149976,0.10830272920429707,1.0919164903461933,5.865724302828312,0.8643243499100208,0.05846201488748193,5.865724302828312,3.6341054253280163,0.562043683603406,6.088662147521973,10.752047538757324,3395.087718963623,6405.139923095703,9800.228118896484,4032,1295
06013302007,145152130.5,524.1067584382836,1040.0173743632622,554.2964181192219,73.84172366000712,32.73766944423551,0.24929562187753618,3.3235378321260214,11.455572385108098,1.8528645588085055,0.14158130437135696,11.455572385108098,10.797607086598873,1.774935214780271,69.59162139892578,110.06111907958984,7680.742263793945,10908.49781036377,18589.24102783203,7412,2182
06013302009,183077532.3,517.8755388809368,1176.2054597437382,624.2547933161259,63.539397582178935,11.124783172563184,0.050512225134298205,0.34886906476458535,7.959148978348821,0.9701495310291648,0.044456068659201264,7.959148978348821,1.75655661476776,0.3086038162582554,15.556121826171875,27.724689483642578,7219.235420227051,7195.898532867432,14415.13442993164,7817,2265
06013302011,151287807.8,369.44785371189937,679.71264882572,407.68521685525775,58.518030397593975,29.636297450895654,0.1864890712313354,7.97415545489639,7.230232425034046,1.2659375946968794,0.09999298816546798,7.230232425034046,24.995543003082275,4.104950733482838,34.7248420715332,58.2524299621582,6719.147682189941,12444.748878479004,19163.896560668945,5401,1476
06013302012,84621670.6,313.2492688591592,623.3837676104158,349.1937282681465,46.32330106943846,14.849900768778753,0.11361249070614576,0.9319402333931066,8.341097580152564,1.2266298516187817,0.06857219943776727,8.341097580152564,3.169992012088187,0.5201238144436502,12.558696746826172,20.932058334350586,4151.075839996338,3562.122344970703,7713.198184967041,5348,1500
06013302013,73444084.9,250.00867212330922,550.7938604056835,286.101441770792,28.54276029765606,6.553257436316926,0.03419120155740529,0.631010189303197,5.089732564985752,0.643666566349566,0.020951522223185748,5.089732564985752,2.3042707592248917,0.3282098915078677,4.964335918426514,11.84610366821289,3148.1659412384033,1633.479118347168,4781.644821166992,3359,1042
06013302014,141023914.9,565.811239159666,1193.8339972943068,587.3735277354717,52.64393877238035,11.337197480665054,0.052315818960778415,1.0730674788355827,8.950652880244888,1.086855307687074,0.036461327224969864,8.950652880244888,3.982895467430353,0.5972380777820945,4.60499906539917,9.024767875671387,6161.374092102051,3596.76456451416,9758.138656616211,7906,2304
06013303104,144566405.4,418.73511320725083,855.6529752649367,455.70448495447636,54.57153272815049,12.335830602911301,0.061677959747612476,0.5282961905468255,7.618655350059271,0.993993379175663,0.03691590193193406,7.618655350059271,2.1144377943128347,0.27551548078190535,8.781476020812988,16.357135772705078,6352.466583251953,4169.761657714844,10522.228240966797,7206,1962
06013303105,103184705.9,237.14902642834932,466.18885815516114,286.99910908937454,42.197652206756175,8.465399513603188,0.044286889693466946,0.3271562196314335,4.138548899180023,0.574217835906893,0.02723960136063397,4.138548899180023,1.550032489001751,0.18402429297566414,17.427108764648438,26.42803382873535,4014.7523880004883,6225.766658782959,10240.518569946289,3356,1055
06013303106,172307049.7,486.81736079230905,941.7582745440304,595.7294780761003,93.84415247663856,30.850762928428594,0.22638830821961164,1.878353294916451,10.5272262590006,1.7568667298182845,0.12976279947906733,10.5272262590006,6.5114711076021194,1.0195381045341492,39.10519027709961,59.667781829833984,8910.99739074707,14635.984420776367,23546.981811523438,7021,2167
06013303107,276268293.3,493.61969653808046,1013.2826866244432,612.2597042024136,100.25374888232909,36.58414167967567,0.24857281406002585,6.300061860233882,12.016115783480927,1.8924577031721128,0.13436701039654508,12.016115783480927,20.930092034323025,3.2305871288426715,23.713499069213867,43.6413688659668,13860.320091247559,23554.53109741211,37414.852142333984,6966,2130
06013303202,162334177.7,595.8648746130639,1219.6540153981186,609.6025204565376,60.58880277397111,13.28986201393127,0.06361468078102916,0.39528989139944315,9.822458032052964,1.229030647315085,0.051241722714621574,9.822458032052964,2.199146036989987,0.31928616628283635,13.468533515930176,27.156461715698242,6804.577350616455,3999.844789505005,10804.422378540039,9125,2711
06013303204,96082884.2,379.12332798168063,772.3919454850256,436.7280370593071,86.11881287302822,33.63794442778453,0.1359440233791247,0.6226748619228601,9.840150691568851,1.6415526159107685,0.08694422279950231,9.840150691568851,2.467789325863123,0.3650086154229939,32.73240280151367,55.88038635253906,6170.845985412598,5440.00768661499,11610.85319519043,4860,1652
06013303206,110823951.7,293.0709728654474,683.6973459422588,359.1365125477314,34.25413507409394,5.84106429280655,0.028337692841887474,0.16179333933541784,5.436612564371899,0.6449503868352622,0.02229492089827545,5.436612564371899,0.8257451688405126,0.1274855360170477,4.859398365020752,9.099627494812012,4438.526630401611,2537.8823280334473,6976.408958435059,4700,1383
06013303207,160744749.2,376.1463691536337,888.3441314734519,501.69800072163343,55.06478392891586,10.74666710908059,0.06140664801932871,0.3809893054421991,8.827721955487505,1.1157612865790725,0.04116872965823859,8.827721955487505,2.0048781279474497,0.23748226289171726,15.538236618041992,29.049211502075195,6049.971103668213,6541.648864746094,12591.619491577148,6600,1896
06013303208,106158619.5,261.40149476006627,598.6637065857649,345.6676652431488,39.21803015843034,8.049054330331273,0.05010668735485524,0.2003373361803824,7.5270884446799755,0.9812918258830905,0.031393720099003986,7.5270884446799755,1.2105243727564812,0.10824007105838973,4.505466938018799,10.385892868041992,4394.758701324463,3643.068313598633,8037.8265380859375,3955,1495
06013303209,171296702.9,306.14138913340867,703.6492459829897,391.6080702021718,45.03469181153923,8.56657955654373,0.048835076624527574,0.4751456741942093,5.408279799390584,0.6947472505271435,0.03503305499907583,5.408279799390584,2.2236202089115977,0.31040882179513574,11.916329383850098,24.074983596801758,6950.653553009033,8325.52433013916,15276.178359985352,5403,1495
06013303210,90916612.7,247.34399788826704,553.2681684941053,311.4181724488735,35.68012739857659,6.289551979047246,0.05171703972155228,0.1309526264667511,6.256958246929571,0.8130426628049463,0.03598701662849635,6.256958246929571,0.8400858733803034,0.12087640492245555,13.135110855102539,38.47602844238281,4104.94327545166,2785.0499153137207,6889.993190765381,3815,1985
06013303211,137352441.5,346.9896116864402,786.3284576325677,440.50316148996353,54.076076303841546,18.10264596255729,0.09008850029204041,1.6053466957528144,7.369118701317348,1.0355853606015444,0.054184987442567945,7.369118701317348,5.177920789457858,0.8533010684186593,6.025221347808838,11.67728328704834,5407.4249267578125,9523.815155029297,14931.24008178711,4958,1524
06013304001,163848808.4,275.4303788151592,620.5236607268453,334.9931032806635,36.148442240431905,6.904422501218505,0.037115588202141225,0.7345363850472495,5.513593695126474,0.680658689700067,0.025933041935786605,5.513593695126474,3.2070699809119105,0.41409459873102605,4.643649101257324,11.770465850830078,5578.58943939209,6911.342144012451,12489.931106567383,5748,2126
06013304002,81813785.3,135.6940572038293,258.77084560878575,187.91847336292267,51.028427155688405,20.588209672823723,0.13773750988184474,1.1712139993906021,5.519121295423247,1.04654763097642,0.07779936876613647,5.519121295423247,4.469911407679319,0.6150863501243293,8.65865421295166,15.954465866088867,4137.448310852051,9193.263053894043,13330.711364746094,1293,421
06013304003,114867508.5,531.1170360781252,965.7787884995341,423.44113740324974,37.84240242280066,5.820649175322615,0.021378373843617737,0.3506202289718203,3.8671297542750835,0.43035902455449104,0.012662725610425696,3.8671297542750835,1.9894268312491477,0.1838469045178499,3.915768623352051,9.992022514343262,4646.853923797607,4380.892753601074,9027.746200561523,3550,1518
06013304004,132632791.5,514.6888494007289,950.3636107593775,430.1150393038988,38.516534321941435,6.315879480767762,0.029300996975507587,0.7080992716364563,4.591203813673928,0.5343164571095258,0.02369620988611132,4.591203813673928,4.138471092330292,0.4288260081084445,8.043739318847656,20.93048667907715,5354.88748550415,5945.222854614258,11300.10986328125,3621,1546
06013304006,39373121.7,82.67376248165965,143.25820563733578,78.32651691138744,13.446214137598872,4.295310923625948,0.09105086448835209,0.17825851356610656,5.406846495345235,0.9327933683525771,0.058138128006248735,5.406846495345235,0.868267135694623,0.13675755832809955,4.50970458984375,9.00151538848877,1955.5323123931885,1951.3803720474243,3906.9128036499023,3987,1240
